ID,csv_name,heightmap_name
0,evaluation/slope_rocks3/slope_rocks3_evaluation_0.csv,slope_rocks3.png
1,evaluation/slope_rocks3/slope_rocks3_evaluation_1.csv,slope_rocks3.png
2,evaluation/slope_rocks3/slope_rocks3_evaluation_2.csv,slope_rocks3.png
3,evaluation/slope_rocks3/slope_rocks3_evaluation_3.csv,slope_rocks3.png
4,evaluation/slope_rocks3/slope_rocks3_evaluation_4.csv,slope_rocks3.png
5,evaluation/slope_rocks3/slope_rocks3_evaluation_5.csv,slope_rocks3.png
6,evaluation/slope_rocks3/slope_rocks3_evaluation_6.csv,slope_rocks3.png
7,evaluation/slope_rocks3/slope_rocks3_evaluation_7.csv,slope_rocks3.png
8,evaluation/slope_rocks3/slope_rocks3_evaluation_8.csv,slope_rocks3.png
9,evaluation/slope_rocks3/slope_rocks3_evaluation_9.csv,slope_rocks3.png
