ID,csv_name,heightmap_name
0,evaluation/steps1/steps1_evaluation_0.csv,steps1.png
1,evaluation/steps1/steps1_evaluation_1.csv,steps1.png
2,evaluation/steps1/steps1_evaluation_2.csv,steps1.png
3,evaluation/steps1/steps1_evaluation_3.csv,steps1.png
4,evaluation/steps1/steps1_evaluation_4.csv,steps1.png
5,evaluation/steps1/steps1_evaluation_5.csv,steps1.png
6,evaluation/steps1/steps1_evaluation_6.csv,steps1.png
7,evaluation/steps1/steps1_evaluation_7.csv,steps1.png
8,evaluation/steps1/steps1_evaluation_8.csv,steps1.png
9,evaluation/steps1/steps1_evaluation_9.csv,steps1.png
