ID,csv_name,heightmap_name
0,evaluation/slope_rocks2/slope_rocks2_evaluation_0.csv,slope_rocks2.png
1,evaluation/slope_rocks2/slope_rocks2_evaluation_1.csv,slope_rocks2.png
2,evaluation/slope_rocks2/slope_rocks2_evaluation_2.csv,slope_rocks2.png
3,evaluation/slope_rocks2/slope_rocks2_evaluation_3.csv,slope_rocks2.png
4,evaluation/slope_rocks2/slope_rocks2_evaluation_4.csv,slope_rocks2.png
5,evaluation/slope_rocks2/slope_rocks2_evaluation_5.csv,slope_rocks2.png
6,evaluation/slope_rocks2/slope_rocks2_evaluation_6.csv,slope_rocks2.png
7,evaluation/slope_rocks2/slope_rocks2_evaluation_7.csv,slope_rocks2.png
8,evaluation/slope_rocks2/slope_rocks2_evaluation_8.csv,slope_rocks2.png
9,evaluation/slope_rocks2/slope_rocks2_evaluation_9.csv,slope_rocks2.png
