ID,csv_name,heightmap_name
0,training/rails1/rails1_training_0.csv,rails1.png
1,training/rails1/rails1_training_1.csv,rails1.png
2,training/rails1/rails1_training_2.csv,rails1.png
3,training/rails1/rails1_training_3.csv,rails1.png
4,training/rails1/rails1_training_4.csv,rails1.png
5,training/rails1/rails1_training_5.csv,rails1.png
6,training/rails1/rails1_training_6.csv,rails1.png
7,training/rails1/rails1_training_7.csv,rails1.png
8,training/rails1/rails1_training_8.csv,rails1.png
9,training/rails1/rails1_training_9.csv,rails1.png
10,training/rails1/rails1_training_10.csv,rails1.png
11,training/rails1/rails1_training_11.csv,rails1.png
12,training/rails1/rails1_training_12.csv,rails1.png
13,training/rails1/rails1_training_13.csv,rails1.png
14,training/rails1/rails1_training_14.csv,rails1.png
15,training/rails1/rails1_training_15.csv,rails1.png
16,training/rails1/rails1_training_16.csv,rails1.png
17,training/rails1/rails1_training_17.csv,rails1.png
18,training/rails1/rails1_training_18.csv,rails1.png
19,training/rails1/rails1_training_19.csv,rails1.png
20,training/rails1/rails1_training_20.csv,rails1.png
21,training/rails1/rails1_training_21.csv,rails1.png
22,training/rails1/rails1_training_22.csv,rails1.png
23,training/rails1/rails1_training_23.csv,rails1.png
24,training/rails1/rails1_training_24.csv,rails1.png
25,training/rails1/rails1_training_25.csv,rails1.png
26,training/rails1/rails1_training_26.csv,rails1.png
27,training/rails1/rails1_training_27.csv,rails1.png
28,training/rails1/rails1_training_28.csv,rails1.png
29,training/rails1/rails1_training_29.csv,rails1.png
30,training/rails1/rails1_training_30.csv,rails1.png
31,training/rails1/rails1_training_31.csv,rails1.png
32,training/rails1/rails1_training_32.csv,rails1.png
33,training/rails1/rails1_training_33.csv,rails1.png
34,training/rails1/rails1_training_34.csv,rails1.png
35,training/rails1/rails1_training_35.csv,rails1.png
36,training/rails1/rails1_training_36.csv,rails1.png
37,training/rails1/rails1_training_37.csv,rails1.png
38,training/rails1/rails1_training_38.csv,rails1.png
39,training/rails1/rails1_training_39.csv,rails1.png
40,training/rails1/rails1_training_40.csv,rails1.png
41,training/rails1/rails1_training_41.csv,rails1.png
42,training/rails1/rails1_training_42.csv,rails1.png
43,training/rails1/rails1_training_43.csv,rails1.png
44,training/rails1/rails1_training_44.csv,rails1.png
45,training/rails1/rails1_training_45.csv,rails1.png
46,training/rails1/rails1_training_46.csv,rails1.png
47,training/rails1/rails1_training_47.csv,rails1.png
48,training/rails1/rails1_training_48.csv,rails1.png
49,training/rails1/rails1_training_49.csv,rails1.png
