ID,csv_name,heightmap_name
0,training/steps1/steps1_training_0.csv,steps1.png
1,training/steps1/steps1_training_1.csv,steps1.png
2,training/steps1/steps1_training_2.csv,steps1.png
3,training/steps1/steps1_training_3.csv,steps1.png
4,training/steps1/steps1_training_4.csv,steps1.png
5,training/steps1/steps1_training_5.csv,steps1.png
6,training/steps1/steps1_training_6.csv,steps1.png
7,training/steps1/steps1_training_7.csv,steps1.png
8,training/steps1/steps1_training_8.csv,steps1.png
9,training/steps1/steps1_training_9.csv,steps1.png
10,training/steps1/steps1_training_10.csv,steps1.png
11,training/steps1/steps1_training_11.csv,steps1.png
12,training/steps1/steps1_training_12.csv,steps1.png
13,training/steps1/steps1_training_13.csv,steps1.png
14,training/steps1/steps1_training_14.csv,steps1.png
15,training/steps1/steps1_training_15.csv,steps1.png
16,training/steps1/steps1_training_16.csv,steps1.png
17,training/steps1/steps1_training_17.csv,steps1.png
18,training/steps1/steps1_training_18.csv,steps1.png
19,training/steps1/steps1_training_19.csv,steps1.png
20,training/steps1/steps1_training_20.csv,steps1.png
21,training/steps1/steps1_training_21.csv,steps1.png
22,training/steps1/steps1_training_22.csv,steps1.png
23,training/steps1/steps1_training_23.csv,steps1.png
24,training/steps1/steps1_training_24.csv,steps1.png
25,training/steps1/steps1_training_25.csv,steps1.png
26,training/steps1/steps1_training_26.csv,steps1.png
27,training/steps1/steps1_training_27.csv,steps1.png
28,training/steps1/steps1_training_28.csv,steps1.png
29,training/steps1/steps1_training_29.csv,steps1.png
30,training/steps1/steps1_training_30.csv,steps1.png
31,training/steps1/steps1_training_31.csv,steps1.png
32,training/steps1/steps1_training_32.csv,steps1.png
33,training/steps1/steps1_training_33.csv,steps1.png
34,training/steps1/steps1_training_34.csv,steps1.png
35,training/steps1/steps1_training_35.csv,steps1.png
36,training/steps1/steps1_training_36.csv,steps1.png
37,training/steps1/steps1_training_37.csv,steps1.png
38,training/steps1/steps1_training_38.csv,steps1.png
39,training/steps1/steps1_training_39.csv,steps1.png
40,training/steps1/steps1_training_40.csv,steps1.png
41,training/steps1/steps1_training_41.csv,steps1.png
42,training/steps1/steps1_training_42.csv,steps1.png
43,training/steps1/steps1_training_43.csv,steps1.png
44,training/steps1/steps1_training_44.csv,steps1.png
45,training/steps1/steps1_training_45.csv,steps1.png
46,training/steps1/steps1_training_46.csv,steps1.png
47,training/steps1/steps1_training_47.csv,steps1.png
48,training/steps1/steps1_training_48.csv,steps1.png
49,training/steps1/steps1_training_49.csv,steps1.png
